file;word;frequency
105-gregg-nh.txt;conferees;4
105-gregg-nh.txt;national;164
105-gregg-nh.txt;maintain;18
105-gregg-nh.txt;sites;2
105-gregg-nh.txt;take;151
105-gregg-nh.txt;actions;10
105-gregg-nh.txt;would;636
105-gregg-nh.txt;suggest;44
105-gregg-nh.txt;close;14
105-gregg-nh.txt;taken;48
105-gregg-nh.txt;towards;16
105-gregg-nh.txt;closure;3
105-gregg-nh.txt;signal;1
105-gregg-nh.txt;congress;187
105-gregg-nh.txt;resulting;2
105-gregg-nh.txt;degradation;2
105-gregg-nh.txt;yes;35
105-gregg-nh.txt;correct;48
105-gregg-nh.txt;believe;175
105-gregg-nh.txt;respect;16
105-gregg-nh.txt;specific;33
105-gregg-nh.txt;including;35
105-gregg-nh.txt;modernization;5
105-gregg-nh.txt;plan;112
105-gregg-nh.txt;sufficiently;2
105-gregg-nh.txt;demonstrated;2
105-gregg-nh.txt;degraded;1
105-gregg-nh.txt;without;56
105-gregg-nh.txt;time;330
105-gregg-nh.txt;providing;23
105-gregg-nh.txt;appropriations;71
105-gregg-nh.txt;also;219
105-gregg-nh.txt;add;23
105-gregg-nh.txt;expect;25
105-gregg-nh.txt;use;134
105-gregg-nh.txt;additional;69
105-gregg-nh.txt;funds;77
105-gregg-nh.txt;develop;21
105-gregg-nh.txt;appropriate;49
105-gregg-nh.txt;systems;64
105-gregg-nh.txt;address;136
105-gregg-nh.txt;unique;26
105-gregg-nh.txt;shortfalls;2
105-gregg-nh.txt;exist;12
105-gregg-nh.txt;realize;2
105-gregg-nh.txt;difficult;31
105-gregg-nh.txt;problem;69
105-gregg-nh.txt;absence;27
105-gregg-nh.txt;radar;1
105-gregg-nh.txt;altitudes;1
105-gregg-nh.txt;work;169
105-gregg-nh.txt;cooperatively;1
105-gregg-nh.txt;residents;3
105-gregg-nh.txt;mitigate;3
105-gregg-nh.txt;concern;41
105-gregg-nh.txt;neil;11
105-gregg-nh.txt;tillotson;12
105-gregg-nh.txt;one;259
105-gregg-nh.txt;rare;3
105-gregg-nh.txt;individuals;53
105-gregg-nh.txt;accomplished;7
105-gregg-nh.txt;great;81
105-gregg-nh.txt;deal;60
105-gregg-nh.txt;professional;7
105-gregg-nh.txt;personal;44
105-gregg-nh.txt;life;34
105-gregg-nh.txt;remained;5
105-gregg-nh.txt;rooted;1
105-gregg-nh.txt;origins;1
105-gregg-nh.txt;woods;6
105-gregg-nh.txt;occasion;2
105-gregg-nh.txt;birthday;2
105-gregg-nh.txt;december;2
105-gregg-nh.txt;rise;41
105-gregg-nh.txt;salute;2
105-gregg-nh.txt;remarkable;4
105-gregg-nh.txt;achievements;2
105-gregg-nh.txt;emblematic;1
105-gregg-nh.txt;hard;65
105-gregg-nh.txt;independence;2
105-gregg-nh.txt;spirit;3
105-gregg-nh.txt;lifelong;2
105-gregg-nh.txt;resident;1
105-gregg-nh.txt;country;200
105-gregg-nh.txt;trailblazer;1
105-gregg-nh.txt;latex;2
105-gregg-nh.txt;industry;78
105-gregg-nh.txt;inventing;1
105-gregg-nh.txt;many;174
105-gregg-nh.txt;products;43
105-gregg-nh.txt;prolific;1
105-gregg-nh.txt;manufacturer;7
105-gregg-nh.txt;world;49
105-gregg-nh.txt;business;93
105-gregg-nh.txt;activities;38
105-gregg-nh.txt;provided;49
105-gregg-nh.txt;jobs;11
105-gregg-nh.txt;improve;28
105-gregg-nh.txt;standard;7
105-gregg-nh.txt;living;18
105-gregg-nh.txt;millions;8
105-gregg-nh.txt;americans;63
105-gregg-nh.txt;around;60
105-gregg-nh.txt;acumen;2
105-gregg-nh.txt;part;102
105-gregg-nh.txt;makes;47
105-gregg-nh.txt;special;252
105-gregg-nh.txt;holds;3
105-gregg-nh.txt;honor;8
105-gregg-nh.txt;first;162
105-gregg-nh.txt;person;41
105-gregg-nh.txt;vote;136
105-gregg-nh.txt;in;62
105-gregg-nh.txt;the;69
105-gregg-nh.txt;nation;113
105-gregg-nh.txt;presidential;8
105-gregg-nh.txt;primary;31
105-gregg-nh.txt;thus;40
105-gregg-nh.txt;dixville;2
105-gregg-nh.txt;notch;2
105-gregg-nh.txt;voting;10
105-gregg-nh.txt;begins;7
105-gregg-nh.txt;midnight;1
105-gregg-nh.txt;election;34
105-gregg-nh.txt;day;56
105-gregg-nh.txt;home;21
105-gregg-nh.txt;family;60
105-gregg-nh.txt;patriarch;1
105-gregg-nh.txt;cast;4
105-gregg-nh.txt;since;33
105-gregg-nh.txt;takes;18
105-gregg-nh.txt;politics;15
105-gregg-nh.txt;seriously;5
105-gregg-nh.txt;levels;23
105-gregg-nh.txt;school;160
105-gregg-nh.txt;board;21
105-gregg-nh.txt;serious;35
105-gregg-nh.txt;player;6
105-gregg-nh.txt;yet;47
105-gregg-nh.txt;sports;2
105-gregg-nh.txt;team;30
105-gregg-nh.txt;guess;9
105-gregg-nh.txt;could;104
105-gregg-nh.txt;say;161
105-gregg-nh.txt;state;240
105-gregg-nh.txt;sport;1
105-gregg-nh.txt;might;53
105-gregg-nh.txt;sitting;7
105-gregg-nh.txt;bench;2
105-gregg-nh.txt;watching;2
105-gregg-nh.txt;instead;27
105-gregg-nh.txt;playing;9
105-gregg-nh.txt;runs;6
105-gregg-nh.txt;deep;4
105-gregg-nh.txt;towns;1
105-gregg-nh.txt;think;251
105-gregg-nh.txt;strong;60
105-gregg-nh.txt;sense;79
105-gregg-nh.txt;expressed;8
105-gregg-nh.txt;participation;12
105-gregg-nh.txt;representative;7
105-gregg-nh.txt;process;131
105-gregg-nh.txt;way;190
105-gregg-nh.txt;bringing;20
105-gregg-nh.txt;us;220
105-gregg-nh.txt;together;43
105-gregg-nh.txt;example;52
105-gregg-nh.txt;prompting;1
105-gregg-nh.txt;get;233
105-gregg-nh.txt;involved;42
105-gregg-nh.txt;political;31
105-gregg-nh.txt;participant;3
105-gregg-nh.txt;events;15
105-gregg-nh.txt;century;38
105-gregg-nh.txt;war;15
105-gregg-nh.txt;member;46
105-gregg-nh.txt;general;52
105-gregg-nh.txt;pershing;1
105-gregg-nh.txt;cavalry;1
105-gregg-nh.txt;triumph;1
105-gregg-nh.txt;capitalism;5
105-gregg-nh.txt;communism;3
105-gregg-nh.txt;turned;3
105-gregg-nh.txt;ago;31
105-gregg-nh.txt;hope;66
105-gregg-nh.txt;live;34
105-gregg-nh.txt;long;88
105-gregg-nh.txt;contribute;10
105-gregg-nh.txt;much;144
105-gregg-nh.txt;lives;35
105-gregg-nh.txt;old;28
105-gregg-nh.txt;someone;10
105-gregg-nh.txt;like;119
105-gregg-nh.txt;things;39
105-gregg-nh.txt;look;77
105-gregg-nh.txt;easy;4
105-gregg-nh.txt;kathy;1
105-gregg-nh.txt;best;44
105-gregg-nh.txt;momentous;1
105-gregg-nh.txt;i;59
105-gregg-nh.txt;d;11
105-gregg-nh.txt;opportunity;60
105-gregg-nh.txt;express;10
105-gregg-nh.txt;thanks;3
105-gregg-nh.txt;appreciation;8
105-gregg-nh.txt;dedication;6
105-gregg-nh.txt;secret;3
105-gregg-nh.txt;agent;5
105-gregg-nh.txt;carl;16
105-gregg-nh.txt;truscott;10
105-gregg-nh.txt;detailed;3
105-gregg-nh.txt;justice;76
105-gregg-nh.txt;judiciary;33
105-gregg-nh.txt;cjs;6
105-gregg-nh.txt;subcommittee;50
105-gregg-nh.txt;nearly;5
105-gregg-nh.txt;two;90
105-gregg-nh.txt;joined;8
105-gregg-nh.txt;staff;50
105-gregg-nh.txt;detailee;2
105-gregg-nh.txt;seventeen;1
105-gregg-nh.txt;year;306
105-gregg-nh.txt;veteran;1
105-gregg-nh.txt;agency;28
105-gregg-nh.txt;three;41
105-gregg-nh.txt;details;4
105-gregg-nh.txt;brought;49
105-gregg-nh.txt;lend;5
105-gregg-nh.txt;extensive;4
105-gregg-nh.txt;law;145
105-gregg-nh.txt;enforcement;54
105-gregg-nh.txt;expertise;12
105-gregg-nh.txt;knowledge;20
105-gregg-nh.txt;lead;28
105-gregg-nh.txt;staffer;1
105-gregg-nh.txt;handling;3
105-gregg-nh.txt;department;99
105-gregg-nh.txt;dea;10
105-gregg-nh.txt;fbi;24
105-gregg-nh.txt;acted;4
105-gregg-nh.txt;liaison;1
105-gregg-nh.txt;agencies;52
105-gregg-nh.txt;helped;7
105-gregg-nh.txt;reconcile;1
105-gregg-nh.txt;needs;149
105-gregg-nh.txt;visions;1
105-gregg-nh.txt;future;59
105-gregg-nh.txt;federal;346
105-gregg-nh.txt;often;15
105-gregg-nh.txt;late;9
105-gregg-nh.txt;nights;1
105-gregg-nh.txt;hammer;1
105-gregg-nh.txt;compromises;1
105-gregg-nh.txt;make;240
105-gregg-nh.txt;sides;15
105-gregg-nh.txt;happy;17
105-gregg-nh.txt;task;31
105-gregg-nh.txt;anyone;7
105-gregg-nh.txt;prior;13
105-gregg-nh.txt;experience;19
105-gregg-nh.txt;hill;3
105-gregg-nh.txt;handled;3
105-gregg-nh.txt;responsibilities;5
105-gregg-nh.txt;pro;1
105-gregg-nh.txt;developed;16
105-gregg-nh.txt;relationship;31
105-gregg-nh.txt;attorney;21
105-gregg-nh.txt;director;4
105-gregg-nh.txt;administrator;4
105-gregg-nh.txt;input;4
105-gregg-nh.txt;commitment;54
105-gregg-nh.txt;making;60
105-gregg-nh.txt;connection;1
105-gregg-nh.txt;leaving;2
105-gregg-nh.txt;go;197
105-gregg-nh.txt;back;161
105-gregg-nh.txt;detail;3
105-gregg-nh.txt;starting;7
105-gregg-nh.txt;next;81
105-gregg-nh.txt;week;20
105-gregg-nh.txt;know;155
105-gregg-nh.txt;committee;267
105-gregg-nh.txt;miss;8
105-gregg-nh.txt;presence;2
105-gregg-nh.txt;pleasure;3
105-gregg-nh.txt;past;25
105-gregg-nh.txt;luck;6
105-gregg-nh.txt;career;3
105-gregg-nh.txt;endeavors;4
105-gregg-nh.txt;dereck;5
105-gregg-nh.txt;orr;3
105-gregg-nh.txt;hollings;22
105-gregg-nh.txt;office;46
105-gregg-nh.txt;oriented;5
105-gregg-nh.txt;policing;4
105-gregg-nh.txt;services;51
105-gregg-nh.txt;contributed;4
105-gregg-nh.txt;important;123
105-gregg-nh.txt;issues;80
105-gregg-nh.txt;asset;16
105-gregg-nh.txt;join;21
105-gregg-nh.txt;praising;1
105-gregg-nh.txt;perseverance;1
105-gregg-nh.txt;returns;7
105-gregg-nh.txt;forward;161
105-gregg-nh.txt;thank;83
105-gregg-nh.txt;michigan;3
105-gregg-nh.txt;pointing;6
105-gregg-nh.txt;out;36
105-gregg-nh.txt;included;28
105-gregg-nh.txt;repeal;1
105-gregg-nh.txt;section;32
105-gregg-nh.txt;bill;507
105-gregg-nh.txt;require;20
105-gregg-nh.txt;tremendous;22
105-gregg-nh.txt;amount;86
105-gregg-nh.txt;be;30
105-gregg-nh.txt;view;20
105-gregg-nh.txt;almost;64
105-gregg-nh.txt;tangible;1
105-gregg-nh.txt;benefit;105
105-gregg-nh.txt;responsible;14
105-gregg-nh.txt;monies;2
105-gregg-nh.txt;spent;64
105-gregg-nh.txt;immigration;5
105-gregg-nh.txt;efforts;59
105-gregg-nh.txt;really;107
105-gregg-nh.txt;rather;62
105-gregg-nh.txt;unintended;4
105-gregg-nh.txt;untried;1
105-gregg-nh.txt;untested;1
105-gregg-nh.txt;agree;37
105-gregg-nh.txt;entirely;3
105-gregg-nh.txt;that;247
105-gregg-nh.txt;ask;320
105-gregg-nh.txt;unanimous;277
105-gregg-nh.txt;consent;284
105-gregg-nh.txt;order;170
105-gregg-nh.txt;quorum;76
105-gregg-nh.txt;call;51
105-gregg-nh.txt;rescinded;35
105-gregg-nh.txt;proceed;57
105-gregg-nh.txt;morning;40
105-gregg-nh.txt;minutes;97
105-gregg-nh.txt;heard;25
105-gregg-nh.txt;lot;104
105-gregg-nh.txt;talk;32
105-gregg-nh.txt;education;276
105-gregg-nh.txt;days;15
105-gregg-nh.txt;especially;101
105-gregg-nh.txt;white;29
105-gregg-nh.txt;house;90
105-gregg-nh.txt;adequate;24
105-gregg-nh.txt;item;23
105-gregg-nh.txt;clearly;46
105-gregg-nh.txt;defines;7
105-gregg-nh.txt;difference;24
105-gregg-nh.txt;parties;7
105-gregg-nh.txt;issue;303
105-gregg-nh.txt;enthusiastic;2
105-gregg-nh.txt;creating;22
105-gregg-nh.txt;programs;143
105-gregg-nh.txt;controlled;16
105-gregg-nh.txt;washington;58
105-gregg-nh.txt;teachers;20
105-gregg-nh.txt;principals;10
105-gregg-nh.txt;parents;64
105-gregg-nh.txt;students;44
105-gregg-nh.txt;mississippi;4
105-gregg-nh.txt;occupant;1
105-gregg-nh.txt;chair;54
105-gregg-nh.txt;comes;39
105-gregg-nh.txt;from;12
105-gregg-nh.txt;every;82
105-gregg-nh.txt;shall;22
105-gregg-nh.txt;run;31
105-gregg-nh.txt;schools;28
105-gregg-nh.txt;to;91
105-gregg-nh.txt;basis;29
105-gregg-nh.txt;manage;15
105-gregg-nh.txt;curriculums;2
105-gregg-nh.txt;hire;8
105-gregg-nh.txt;them;75
105-gregg-nh.txt;administration;129
105-gregg-nh.txt;insistent;1
105-gregg-nh.txt;trying;51
105-gregg-nh.txt;move;108
105-gregg-nh.txt;control;65
105-gregg-nh.txt;level;92
105-gregg-nh.txt;come;117
105-gregg-nh.txt;series;22
105-gregg-nh.txt;accomplish;17
105-gregg-nh.txt;failed;18
105-gregg-nh.txt;consistently;5
105-gregg-nh.txt;fund;200
105-gregg-nh.txt;fundamental;14
105-gregg-nh.txt;obligation;52
105-gregg-nh.txt;government;339
105-gregg-nh.txt;area;142
105-gregg-nh.txt;specifically;43
105-gregg-nh.txt;passed;52
105-gregg-nh.txt;major;78
105-gregg-nh.txt;step;59
105-gregg-nh.txt;toward;35
105-gregg-nh.txt;caring;9
105-gregg-nh.txt;kids;103
105-gregg-nh.txt;committed;20
105-gregg-nh.txt;pay;182
105-gregg-nh.txt;percent;289
105-gregg-nh.txt;cost;155
105-gregg-nh.txt;children;186
105-gregg-nh.txt;educational;30
105-gregg-nh.txt;happened;18
105-gregg-nh.txt;well;121
105-gregg-nh.txt;republican;64
105-gregg-nh.txt;took;12
105-gregg-nh.txt;point;121
105-gregg-nh.txt;obligations;23
105-gregg-nh.txt;paid;54
105-gregg-nh.txt;ed;22
105-gregg-nh.txt;costs;76
105-gregg-nh.txt;supposed;17
105-gregg-nh.txt;picked;6
105-gregg-nh.txt;borne;10
105-gregg-nh.txt;taxpayer;49
105-gregg-nh.txt;practical;31
105-gregg-nh.txt;effect;40
105-gregg-nh.txt;tax;283
105-gregg-nh.txt;burden;32
105-gregg-nh.txt;skewed;3
105-gregg-nh.txt;districts;24
105-gregg-nh.txt;ability;51
105-gregg-nh.txt;agenda;8
105-gregg-nh.txt;wanted;34
105-gregg-nh.txt;need;151
105-gregg-nh.txt;meet;94
105-gregg-nh.txt;mandate;23
105-gregg-nh.txt;afterschool;1
105-gregg-nh.txt;program;223
105-gregg-nh.txt;put;203
105-gregg-nh.txt;computers;5
105-gregg-nh.txt;it;204
105-gregg-nh.txt;why;12
105-gregg-nh.txt;least;58
105-gregg-nh.txt;extent;21
105-gregg-nh.txt;thought;14
105-gregg-nh.txt;presidency;4
105-gregg-nh.txt;as;14
105-gregg-nh.txt;tries;3
105-gregg-nh.txt;proclaim;1
105-gregg-nh.txt;itself;12
105-gregg-nh.txt;recognized;16
105-gregg-nh.txt;fulfilled;5
105-gregg-nh.txt;underlying;39
105-gregg-nh.txt;obliged;1
105-gregg-nh.txt;actually;45
105-gregg-nh.txt;budget;228
105-gregg-nh.txt;united;147
105-gregg-nh.txt;states;204
105-gregg-nh.txt;sent;22
105-gregg-nh.txt;party;11
105-gregg-nh.txt;essentially;81
105-gregg-nh.txt;increase;89
105-gregg-nh.txt;result;106
105-gregg-nh.txt;said;92
105-gregg-nh.txt;is;96
105-gregg-nh.txt;create;80
105-gregg-nh.txt;brand;10
105-gregg-nh.txt;going;400
105-gregg-nh.txt;dollars;133
105-gregg-nh.txt;using;38
105-gregg-nh.txt;set;51
105-gregg-nh.txt;scenario;2
105-gregg-nh.txt;allow;60
105-gregg-nh.txt;free;19
105-gregg-nh.txt;money;186
105-gregg-nh.txt;spend;35
105-gregg-nh.txt;books;17
105-gregg-nh.txt;or;29
105-gregg-nh.txt;whatever;14
105-gregg-nh.txt;district;18
105-gregg-nh.txt;thinks;6
105-gregg-nh.txt;bureaucrat;4
105-gregg-nh.txt;please;13
105-gregg-nh.txt;give;141
105-gregg-nh.txt;initiatives;67
105-gregg-nh.txt;exactly;16
105-gregg-nh.txt;initiating;3
105-gregg-nh.txt;obviously;62
105-gregg-nh.txt;do;28
105-gregg-nh.txt;let;129
105-gregg-nh.txt;made;150
105-gregg-nh.txt;priority;21
105-gregg-nh.txt;fact;218
105-gregg-nh.txt;no;70
105-gregg-nh.txt;senate;279
105-gregg-nh.txt;setting;9
105-gregg-nh.txt;course;82
105-gregg-nh.txt;fully;36
105-gregg-nh.txt;required;15
105-gregg-nh.txt;strides;5
105-gregg-nh.txt;leadership;43
105-gregg-nh.txt;majority;46
105-gregg-nh.txt;leader;48
105-gregg-nh.txt;head;15
105-gregg-nh.txt;effort;81
105-gregg-nh.txt;coalition;3
105-gregg-nh.txt;aisle;23
105-gregg-nh.txt;increased;32
105-gregg-nh.txt;dramatically;32
105-gregg-nh.txt;up;41
105-gregg-nh.txt;percentage;20
105-gregg-nh.txt;paying;77
105-gregg-nh.txt;now;70
105-gregg-nh.txt;moving;26
105-gregg-nh.txt;right;116
105-gregg-nh.txt;direction;12
105-gregg-nh.txt;hear;14
105-gregg-nh.txt;disingenuous;3
105-gregg-nh.txt;argument;37
105-gregg-nh.txt;coming;62
105-gregg-nh.txt;good;87
105-gregg-nh.txt;friends;21
105-gregg-nh.txt;labor;19
105-gregg-nh.txt;union;36
105-gregg-nh.txt;educators;5
105-gregg-nh.txt;must;91
105-gregg-nh.txt;on;32
105-gregg-nh.txt;another;90
105-gregg-nh.txt;billion;211
105-gregg-nh.txt;able;107
105-gregg-nh.txt;terrible;7
105-gregg-nh.txt;building;36
105-gregg-nh.txt;dance;1
105-gregg-nh.txt;may;152
105-gregg-nh.txt;math;4
105-gregg-nh.txt;decision;44
105-gregg-nh.txt;better;83
105-gregg-nh.txt;place;82
105-gregg-nh.txt;learn;5
105-gregg-nh.txt;supporters;1
105-gregg-nh.txt;seem;7
105-gregg-nh.txt;feel;19
105-gregg-nh.txt;constitution;7
105-gregg-nh.txt;avenue;4
105-gregg-nh.txt;relieve;8
105-gregg-nh.txt;fulfill;12
105-gregg-nh.txt;see;53
105-gregg-nh.txt;fit;2
105-gregg-nh.txt;return;63
105-gregg-nh.txt;suggesting;18
105-gregg-nh.txt;tune;3
105-gregg-nh.txt;ironically;4
105-gregg-nh.txt;proposed;38
105-gregg-nh.txt;categorical;6
105-gregg-nh.txt;tells;3
105-gregg-nh.txt;everybody;12
105-gregg-nh.txt;which;25
105-gregg-nh.txt;goal;34
105-gregg-nh.txt;accomplishing;5
105-gregg-nh.txt;but;50
105-gregg-nh.txt;importantly;27
105-gregg-nh.txt;freeing;1
105-gregg-nh.txt;educate;11
105-gregg-nh.txt;educated;7
105-gregg-nh.txt;debate;91
105-gregg-nh.txt;about;24
105-gregg-nh.txt;republicans;12
105-gregg-nh.txt;operated;2
105-gregg-nh.txt;decisions;31
105-gregg-nh.txt;regrettably;28
105-gregg-nh.txt;colleagues;43
105-gregg-nh.txt;they;19
105-gregg-nh.txt;ones;14
105-gregg-nh.txt;operating;12
105-gregg-nh.txt;dollar;18
105-gregg-nh.txt;fight;14
105-gregg-nh.txt;question;89
105-gregg-nh.txt;putting;26
105-gregg-nh.txt;managed;13
105-gregg-nh.txt;showing;2
105-gregg-nh.txt;huge;40
105-gregg-nh.txt;spending;75
105-gregg-nh.txt;yield;133
105-gregg-nh.txt;floor;103
105-gregg-nh.txt;along;31
105-gregg-nh.txt;colleague;15
105-gregg-nh.txt;john;17
105-gregg-nh.txt;breaux;15
105-gregg-nh.txt;introduce;16
105-gregg-nh.txt;retirement;135
105-gregg-nh.txt;savings;107
105-gregg-nh.txt;act;71
105-gregg-nh.txt;earlier;37
105-gregg-nh.txt;six;8
105-gregg-nh.txt;co;11
105-gregg-nh.txt;sponsors;5
105-gregg-nh.txt;strengthen;5
105-gregg-nh.txt;preserve;6
105-gregg-nh.txt;social;341
105-gregg-nh.txt;security;361
105-gregg-nh.txt;legislation;118
105-gregg-nh.txt;commission;55
105-gregg-nh.txt;policy;93
105-gregg-nh.txt;convened;3
105-gregg-nh.txt;center;26
105-gregg-nh.txt;strategic;3
105-gregg-nh.txt;international;28
105-gregg-nh.txt;studies;5
105-gregg-nh.txt;among;17
105-gregg-nh.txt;looked;13
105-gregg-nh.txt;entire;16
105-gregg-nh.txt;picture;8
105-gregg-nh.txt;surrounding;8
105-gregg-nh.txt;saving;39
105-gregg-nh.txt;seek;10
105-gregg-nh.txt;venue;1
105-gregg-nh.txt;expense;6
105-gregg-nh.txt;finding;5
105-gregg-nh.txt;components;1
105-gregg-nh.txt;structures;5
105-gregg-nh.txt;employer;36
105-gregg-nh.txt;pensions;12
105-gregg-nh.txt;individual;54
105-gregg-nh.txt;needed;33
105-gregg-nh.txt;shore;2
105-gregg-nh.txt;private;61
105-gregg-nh.txt;companion;3
105-gregg-nh.txt;piece;20
105-gregg-nh.txt;dealt;4
105-gregg-nh.txt;pleased;26
105-gregg-nh.txt;introduced;22
105-gregg-nh.txt;congressmen;3
105-gregg-nh.txt;kolbe;4
105-gregg-nh.txt;stenholm;4
105-gregg-nh.txt;opposition;33
105-gregg-nh.txt;amendment;411
105-gregg-nh.txt;offered;27
105-gregg-nh.txt;arkansas;24
105-gregg-nh.txt;second;86
105-gregg-nh.txt;degree;33
105-gregg-nh.txt;myself;11
105-gregg-nh.txt;mccain;10
105-gregg-nh.txt;lieberman;1
105-gregg-nh.txt;here;85
105-gregg-nh.txt;oregon;10
105-gregg-nh.txt;certainly;74
105-gregg-nh.txt;core;37
105-gregg-nh.txt;matter;60
105-gregg-nh.txt;outlined;16
105-gregg-nh.txt;purpose;60
105-gregg-nh.txt;moratorium;13
105-gregg-nh.txt;created;46
105-gregg-nh.txt;review;33
105-gregg-nh.txt;electronic;4
105-gregg-nh.txt;internet;42
105-gregg-nh.txt;pursue;37
105-gregg-nh.txt;path;7
105-gregg-nh.txt;efficient;26
105-gregg-nh.txt;attempt;34
105-gregg-nh.txt;protect;28
105-gregg-nh.txt;arbitrary;8
105-gregg-nh.txt;taxation;15
105-gregg-nh.txt;across;42
105-gregg-nh.txt;potential;15
105-gregg-nh.txt;municipalities;6
105-gregg-nh.txt;assess;9
105-gregg-nh.txt;chaos;7
105-gregg-nh.txt;truly;18
105-gregg-nh.txt;engines;2
105-gregg-nh.txt;prosperity;17
105-gregg-nh.txt;economic;29
105-gregg-nh.txt;entrepreneurship;4
105-gregg-nh.txt;occurred;21
105-gregg-nh.txt;within;71
105-gregg-nh.txt;engine;3
105-gregg-nh.txt;this;107
105-gregg-nh.txt;hold;32
105-gregg-nh.txt;sort;39
105-gregg-nh.txt;undermine;17
105-gregg-nh.txt;fundamentally;8
105-gregg-nh.txt;harm;9
105-gregg-nh.txt;expansion;27
105-gregg-nh.txt;formative;1
105-gregg-nh.txt;period;52
105-gregg-nh.txt;used;52
105-gregg-nh.txt;bootstrap;1
105-gregg-nh.txt;onto;5
105-gregg-nh.txt;attempted;7
105-gregg-nh.txt;backdoor;1
105-gregg-nh.txt;bootstrapping;2
105-gregg-nh.txt;whole;38
105-gregg-nh.txt;relates;4
105-gregg-nh.txt;sales;16
